이름,날짜,username,id,"팔로우 수","팔로워 수","게시물 수",website,"profile picture url",biography,"fetch time","좋아요 수","댓글 수",순위,참여도,"게시물 당 좋아요","게시물 당 댓글","팔로우 증감(수)","팔로워 증감(수)","게시물 증감(수)","좋아요 증감(수)","댓글 증감(수)","순위 증감(수)","참여도 증감(수)","게시물 당 좋아요 증감(수)","게시물 당 댓글 증감(수)","팔로우 증감(%)","팔로워 증감(%)","게시물 증감(%)","좋아요 증감(%)","댓글 증감(%)","순위 증감(%)","참여도 증감(%)","게시물 당 좋아요 증감(%)","게시물 당 댓글 증감(%)"
"와프너 | wapener","2022-10-03 00:00:00",wapener,17841444965924426,2,3795,231,https://linktr.ee/wapener,https://scontent-iad3-1.xx.fbcdn.net/v/t51.2885-15/278281463_542447847213549_676763277042173322_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=86c713&_nc_ohc=joDRAkXOacQAX9b2egt&_nc_ht=scontent-iad3-1.xx&edm=AL-3X8kEAAAA&oh=00_AT9Sey_DkwH8KXaRls8-LJCHJ3aObjripaa1FvFtqA78RQ&oe=633F8FFE,"취향 기반 와인 소셜 커뮤니티 앱 
[와프너] 공식 계정입니다🍷","2022-10-03 09:43:48.066",1747,128,8,49.40711462450593,7.562770562770563,0.5541125541125541,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
주류학개론,"2022-10-03 00:00:00",juryuhak,17841445525754876,0,16051,100,https://youtube.com/c/juryuhak,https://scontent-iad3-1.xx.fbcdn.net/v/t51.2885-15/139639356_862042224608666_6413119311707306727_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=86c713&_nc_ohc=Uvko_MEYHkIAX_z2L1j&_nc_ht=scontent-iad3-1.xx&edm=AL-3X8kEAAAA&oh=00_AT80CdNQQ_B8TghgtPmp3Cv8oPxao2x9p8DWqjCDm7PwwQ&oe=633F71FE,"유튜브 “주류학개론 - 재미있는 술의 비하인드 스토리”의 인스타그램 계정입니다.
👉🏻비지니스 문의 및 제안
drunkenman@tmcentkorea.co.kr","2022-10-03 09:43:48.066",11807,162,2,74.56856270637344,118.07,1.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Wine Folly","2022-10-03 00:00:00",winefolly,17841400935520240,1343,406502,3628,https://shopgr.id/winefolly,https://scontent-iad3-1.xx.fbcdn.net/v/t51.2885-15/291099809_171986275292869_6693348921069921448_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=86c713&_nc_ohc=3eSsCbYzVQMAX9JjFzC&_nc_ht=scontent-iad3-1.xx&edm=AL-3X8kEAAAA&oh=00_AT8A1W5Uw8u2coeSqCNpy1yZwtt0XBGkPo-HTCuevaoDKg&oe=633FB33D,"Wine EDU. But make it fun!
The #1 site for learning about #wine for beginners and beyond. Join the wine education newsletter, & get 50% off Wine 101!","2022-10-03 09:43:48.066",69843,2451,1,17.78441434482487,19.251102535832416,0.6755788313120177,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
WSA와인아카데미,"2022-10-03 00:00:00",wsa.wine.academy,17841403196274368,2581,4816,369,https://linktr.ee/wsawineacademy,https://scontent-iad3-1.xx.fbcdn.net/v/t51.2885-15/82718695_3163285743736428_55089091201931293_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=86c713&_nc_ohc=7n4FGUP4eCgAX-5zIK3&_nc_ht=scontent-iad3-1.xx&edm=AL-3X8kEAAAA&oh=00_AT8J4en2stiZeAiX3y9qkztjLaxJybyAFjfFnigirawiNw&oe=633FEF59,"🍷국내 최초, 최대, 최고의 국제인증와인교육기관
🍷17년의 전통, 만 명의 동문
🍷수강일정 Linktree - WSET Schedule
🤘#매니져스타그램#문의사항 팔로우 후 !DM(아님못봐요🤣)","2022-10-03 09:43:48.066",6603,193,7,141.11295681063123,17.89430894308943,0.5230352303523035,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
WSA와인아카데미,"2022-10-10 00:00:00",wsa.wine.academy,17841403196274368,2587,4855,373,https://linktr.ee/wsawineacademy,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/82718695_3163285743736428_55089091201931293_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=86c713&_nc_ohc=5Q8Rlh9AEgwAX99f6tr&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT-nREgFiki-oZi2hJyHZMAqZcfxdNRCpomyYssJ_QMEXQ&oe=6347D859,"🍷국내 최초, 최대, 최고의 국제인증와인교육기관
🍷17년의 전통, 만 명의 동문
🍷수강일정 Linktree - WSET Schedule
🤘#매니져스타그램#문의사항 팔로우 후 !DM(아님못봐요🤣)","2022-10-10 09:51:53.467",6779,187,7,143.48094747682802,18.17426273458445,0.5013404825737265,6,39,4,176,-6,0,2.367990666196789,0.27995379149501787,-0.02169474777857694,0.23246803564509477,0.8098006644518208,1.084010840108407,2.665455096168401,-3.1088082901554404,0,1.6780816728080739,1.564485068327448,-4.147855922432586
winebook_official,"2022-10-10 00:00:00",winebook_official,17841447684956802,351,3797,511,http://www.winebook.co.kr/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/204724489_155824759872357_7579385208215269792_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=86c713&_nc_ohc=eCiWpPGoR1EAX-gscNe&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT8dTn8EgoghStSGO6Y2QhoJq1xF7IV_cx-mu9RBZZWO7w&oe=6348E625,"Winebook Club, Book Your Wine
테이스팅 신청하기
⬇️⬇️⬇️⬇️⬇️","2022-10-10 09:51:53.467",3081,282,8,88.56992362391361,6.029354207436399,0.5518590998043053,5,56,10,126,70,1,3.913414669088695,0.13115061462202782,0.12870540718953477,1.4450867052023142,1.4969259556268488,1.9960079840319445,4.263959390862948,33.01886792452831,-11.111111111111116,4.622697908765638,2.2235687961298156,30.415758963187223
와인소셜,"2022-10-10 00:00:00",winesocial_dosan,17841449777938336,2,5337,158,https://linktr.ee/winesocial_dosan,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/286409148_125916113235460_6740749973920539329_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=86c713&_nc_ohc=Dtziu4FDnUcAX_6uhgF&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT_I9aANoWL1tRllDlKLTtVeysPgZfn2p8Y93EKc3POvsQ&oe=634914BA,"와인 문화공간, 와인소셜🍷
수-토 2pm-10pm 일요일 2pm- 9pm(월화 휴무)
예약하러가기 👇👇","2022-10-10 09:51:53.467",2108,130,6,41.93367060146149,13.341772151898734,0.8227848101265823,0,86,4,1,46,0,0.2082849606311754,-0.34004602991944743,0.2773302646720369,0,1.63778327937536,2.5974025974025983,0.0474608448030267,54.761904761904766,0,0.499180432804347,-2.48538626519198,50.843881856540094
"나라셀라 • NARA CELLAR","2022-10-10 00:00:00",naracellar,17841405690478812,102,9021,468,https://naracellar.com/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/139566720_1507129532819956_3674880356484992410_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=86c713&_nc_ohc=eHluQ0h4-U0AX_V7hvT&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT_uACt1-Yb8t2Un57nxbXJ-qSABe5mjYH8juxrXJ3mYgg&oe=6347A54C,"와인 문화를 선도하는 기업, 나라셀라 공식 인스타그램 계정입니다","2022-10-10 09:51:53.467",2849,97,4,32.657133355503824,6.087606837606837,0.20726495726495728,0,-6,0,-85,-4,0,-0.9642247922750613,-0.18162393162393187,-0.008547008547008544,0,-0.0664672648720499,0,-2.8970688479890927,-3.960396039603964,0,-2.8678936408128464,-2.8970688479890927,-3.960396039603964
"와프너 | wapener","2022-10-10 00:00:00",wapener,17841444965924426,2,3787,231,https://linktr.ee/wapener,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/278281463_542447847213549_676763277042173322_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=86c713&_nc_ohc=w1-9y2h5okMAX-LGv6G&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT9wnsZ-FUpYvJ3RxtDBJKdmIBNZAz5mCjX5RqU50AVVlw&oe=634778FE,"취향 기반 와인 소셜 커뮤니티 앱 
[와프너] 공식 계정입니다🍷","2022-10-10 09:51:53.467",1748,128,9,49.53789279112754,7.567099567099567,0.5541125541125541,0,-8,0,1,0,-1,0.13077816662161013,0.004329004329004071,0,0,-0.2108036890645537,0,0.05724098454493731,0,12.5,0.26469500924213296,0.05724098454493731,0
after9,"2022-10-10 00:00:00",after9nwine,17841416197245714,1,147,19,NULL,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/284767247_682665059496055_7044693684830096392_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=86c713&_nc_ohc=FJC7HBnxsNIAX_oMTbK&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT_j97HJBNNoBW8yaCyDeDvGYLuoVVGkKPuM1Yvuom2uIg&oe=634778A7,"wineshop&tastingroom
wine seminar🍷
📞010-4283-9115","2022-10-10 09:51:53.467",510,16,14,357.82312925170066,26.842105263157894,0.8421052631578947,0,4,0,7,7,0,-0.21882879025736202,0.36842105263157876,0.3684210526315789,0,2.7972027972027913,0,1.3916500994035852,77.77777777777777,0,-0.06111819727890877,1.3916500994035852,77.77777777777777
"와인비전 Winevision","2022-10-10 00:00:00",winevision,17841402382140592,1522,7726,2986,https://linktr.ee/winevision,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/211538249_1160785267774819_860451889963129583_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=86c713&_nc_ohc=Ltz-Yu7oZDkAX_NzgyK&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT-IJHzXyxy3g0um3deWt4ETzRHGjGst9Q29HMypkPRf-g&oe=63477914,"#와인비전 #와인스타그램 #와인클래스 
🍷삶에 새로운 언어를 더하는 와인비전🍷
와인 교육, 와인 이벤트, 와인 시음회 정보 
↓↓↓아래 프로필 링크 클릭!","2022-10-10 09:51:53.467",1615,12,5,21.058762619725602,0.5408573342263898,0.004018754186202277,0,14,15,106,-6,0,1.2584514164060998,0.0329475395444645,-0.0020398119531447444,0,0.18153526970954292,0.5048805116122601,7.024519549370445,-33.333333333333336,0,6.355715339439327,6.486888004413793,-33.66822951551687
"달리 Dali 주류 스마트오더","2022-10-10 00:00:00",dali.official_,17841445511359388,2871,3486,221,https://www.daligo.co.kr/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/310233742_889332298703314_7982190927844845607_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=86c713&_nc_ohc=SOCsbVl6hgYAX_k-q9v&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT_OMbn-0EsS3S1Uyz0w90F6ylj19P45J8nh5TGRn2-9oA&oe=6347D44A,"좋은 술, 어렵지 않아요.
남달리 유쾌한 어른들의 주류 앱, 달리 Dali
 
즐거운 행사가 가득한 달리에서 맛있는 술을 주문하고 싶다면👇","2022-10-10 09:51:53.467",2816,72,11,82.84566838783707,12.7420814479638,0.3257918552036199,-3,2,2,1,-38,0,-1.1095554927599522,-0.11179983057501275,-0.1764912498192111,-0.10438413361169019,0.05740528128588274,0.9132420091324311,0.0355239786856032,-34.54545454545455,0,-1.3216038758207427,-0.869774880850005,-35.13780337309748
주류학개론,"2022-10-10 00:00:00",juryuhak,17841445525754876,0,16480,99,https://youtube.com/c/juryuhak,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/139639356_862042224608666_6413119311707306727_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=86c713&_nc_ohc=DeV_iImhlQMAX_VyUXn&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT-S45V609iuao5q-KhpGlSNwjHokS5K28Xa8OiOkBUwVQ&oe=6349553E,"유튜브 “주류학개론 - 재미있는 술의 비하인드 스토리”의 인스타그램 계정입니다.
👉🏻비지니스 문의 및 제안
drunkenman@tmcentkorea.co.kr","2022-10-10 09:51:53.467",12060,162,2,74.1626213592233,121.81818181818181,1.6363636363636365,0,429,-1,253,0,0,-0.4059413471501472,3.74818181818182,0.016363636363636358,NULL,2.672730670986234,-1.0000000000000009,2.142796646057432,0,0,-0.5443867125997981,3.1745420667246727,1.0101010101010166
"테이스팅 와인샵 와인도어","2022-10-10 00:00:00",winedoor_official,17841444742294852,350,3519,416,https://www.youtube.com/channel/UCU4oFiZc7x8DqlkFeJOO31w,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/131377722_143680620657318_7773077553056580665_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=86c713&_nc_ohc=9soRdlt_A1UAX9DGt0h&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT-F8aCgCl0GKbbAPFnySXGyGfFipZXY_yVJ18ulOtQP1Q&oe=63483476,"19년간 와인업계에 종사하신 대표님께서 리스트를 선정하고 8종 이상의 와인을 매일 시음할수 있는 ‘전문 테이스팅 와인샵’ 입니다.
✉️ DM 문의는 받지 않습니다 
📞 예약 010-6389-4908
🗝 비즈니스: Winedoor@naver.com
📺 유투브채널↓","2022-10-10 09:51:53.467",4557,62,10,131.2588803637397,10.954326923076923,0.14903846153846154,11,-4,4,-618,-5,0,-17.534761418831977,-1.606352688573562,-0.013582897684839446,3.2448377581120846,-0.11353959693443105,0.9708737864077666,-11.942028985507246,-7.462686567164178,0,-11.784617412923515,-12.788740245261977,-8.352468427095305
"루얼 잠실새내 와인샵&테이스팅룸","2022-10-10 00:00:00",luolle_jamsil,17841431842909760,1296,1655,317,http://linktr.ee/luolle_/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/90323072_541470776499586_6037993242375487488_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=86c713&_nc_ohc=-wyfE1ltPK0AX82Q7ZX&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT-sq34Hf5lDBtqD_x9jA1DxwzU5vvHHyZ2-cdF8xqmzGA&oe=63481660,"🍷직수입 와인판매 바틀샵&와인쇼핑몰,
🍷와인모임,공간대여,파티룸,모임대관,
      생일파티룸,브라이덜샤워
🍷예약,대관 문의 DM 및 카톡 @playleon
 ☎️02-3432-7787
송파구 잠실동 198-7 B1","2022-10-10 09:51:53.467",1838,20,13,112.26586102719033,5.798107255520505,0.06309148264984227,0,-2,0,4,0,0,0.376905082712355,0.012618296529969264,0,0,-0.12070006035003189,0,0.21810250817884125,0,0,0.33685637651259537,0.21810250817886345,0
퍼플독ㅣPurpleDog,"2022-10-10 00:00:00",purpledog_official,17841407847590324,74,3387,76,http://www.purpledog.co.kr/,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/185509140_516680693034587_2493003973259871483_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=86c713&_nc_ohc=4hgpznwoQwUAX_99svF&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT8--o_OhinXU9jdHT_s9-AQB4qTmldmLQHOB0lk54lDgw&oe=6348817A,"Winebutlerservice
나만의 와인 
나만의 퍼플독🍷
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
🍷퍼플독 송파본점
서울 송파구 가락로 94 지하1층
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
🍷퍼플독 홍대점
서울 마포구 양화로 188 애경타워 AK& 홍대 1층
🔽 내 와인 취향 찾기","2022-10-10 09:51:53.467",1541,281,12,53.79391792146442,20.276315789473685,3.6973684210526314,2,-29,7,-83,-31,0,-2.8805551464512718,-3.2599160945842875,-0.8243707093821508,2.777777777777768,-0.8489461358313855,10.144927536231885,-5.110837438423643,-9.935897435897434,0,-5.0826324278293145,-13.85062872698989,-18.231275303643724
"Wine Folly","2022-10-10 00:00:00",winefolly,17841400935520240,1343,406820,3633,https://shopgr.id/winefolly,https://scontent-sea1-1.xx.fbcdn.net/v/t51.2885-15/291099809_171986275292869_6693348921069921448_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=86c713&_nc_ohc=XD_qjCDxq3gAX-SxqE4&_nc_ht=scontent-sea1-1.xx&edm=AL-3X8kEAAAA&oh=00_AT-FdC_fJKVMleTAuavgUmJkjt3DJxgYSSxLbkfK9UvRuw&oe=63479C3D,"Wine EDU. But make it fun!
The #1 site for learning about #wine for beginners and beyond. Join the wine education newsletter, & get 50% off Wine 101!","2022-10-10 09:51:53.467",72006,2702,1,18.36389558035495,19.81998348472337,0.74373795761079,0,318,5,2163,251,0,0.5794812355300785,0.5688809488909534,0.0681591262987723,0,0.07822839740025955,0.1378169790518191,3.0969460074738997,10.240718074255394,0,3.258365579514866,2.9550564588811667,10.088996744673429
